xi,chosen,rejected,best_V,worst_V,delta_V,rel_V,best_J_dc,worst_J_dc
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8708.json,open(S6:135),open(S1:34); open(S6:135); open(S9:5),12173.935961463707,1000000.0,987826.0640385363,82.14270250521075,10440.209184896701,12132.49288771394
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3021.json,open(41); open(128); open(S6:136),open(S2:15); open(S2:16); open(S2:17),12212.442310292763,1000000.0,987787.5576897073,81.88370307855543,1870.7956957945528,6647.92987140887
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7033.json,open(105); open(128); open(S6:136),open(S2:15); open(S4:95); open(S1:34),12108.49617694906,12574.277755010535,465.78157806147465,1.0384673349402531,1863.2535125256197,1861.0384178593565
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1204.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:70),12080.715042559224,14985.940000111927,2905.224957552702,1.2404845199409031,2101.280108955405,2104.153005948173
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1204.json,open(131); open(S6:135); open(149),open(S5:120); open(S7:150); open(S1:34),12080.715042559224,12814.367164642192,733.6521220829673,1.0607291968644554,2101.280108955405,2090.331572223838
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_712.json,open(105); open(128); open(S6:136),open(34); open(35); open(40),13381.23243282395,1000000.0,986618.767567176,74.73153201845713,1836.732943227737,5919.222999814084
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_712.json,open(105); open(128); open(S6:136),open(S1:34); open(S1:35); open(S1:40),13381.23243282395,1000000.0,986618.767567176,74.73153201845713,1836.732943227737,5919.222999814084
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_712.json,open(105); open(128); open(S6:136),open(S1:34); open(S2:15); open(S3:70),13381.23243282395,16590.012599812697,3208.7801669887467,1.2397970577895097,1836.732943227737,1839.1409612974423
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_712.json,open(S1:34); open(S2:15); open(S3:70),open(34); open(35); open(40),16590.012599812697,1000000.0,983409.9874001873,60.27722968765497,1839.1409612974423,5919.222999814084
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5940.json,open(131); open(S6:135); open(149),open(S1:34); open(S1:35); open(S1:40),12271.798825345286,1000000.0,987728.2011746548,81.48764612525038,1996.273009959928,6078.3619328343475
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5940.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:70),12271.798825345286,15176.63352023811,2904.8346948928247,1.2367081416697763,1996.273009959928,1998.9821791696186
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9969.json,open(41); open(128); open(S6:136),open(34); open(35); open(40),12168.1998597939,1000000.0,987831.8001402061,82.18142465790643,1870.7530570695055,5952.942511250987
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9969.json,open(41); open(128); open(S6:136),open(S1:34); open(S1:35); open(S1:40),12168.1998597939,1000000.0,987831.8001402061,82.18142465790643,1870.7530570695055,5952.942511250987
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9315.json,open(118); open(131); open(149),open(S1:34); open(S6:135); open(S8:160),12358.010006254832,1000000.0,987641.9899937451,80.91917707574797,1796.7393445174532,8600.238525822093
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9315.json,open(118); open(131); open(149),open(118); open(131); open(S6:135),12358.010006254832,1000000.0,987641.9899937451,80.91917707574797,1796.7393445174532,1932.0145287340124
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9315.json,open(118); open(131); open(149),open(34); open(15); open(70),12358.010006254832,15147.390031440742,2789.38002518591,1.225714336189573,1796.7393445174532,1934.575554873118
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5153.json,open(73); open(121); open(135),open(S3:70); open(S3:71); open(S3:72),11956.483670273905,1000000.0,988043.5163297261,83.63662993043602,1822.5537246015058,3758.864618378542
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5153.json,open(73); open(121); open(135),open(S3:70); open(S5:120); open(S3:71),11956.483670273905,19840.93993778759,7884.456267513684,1.6594293510487488,1822.5537246015058,1961.29309796552
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5153.json,open(73); open(121); open(135),open(S3:70); open(S3:71); open(S6:135),11956.483670273905,19636.349920054716,7679.866249780811,1.6423181314481632,1822.5537246015058,1829.7851463715156
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9937.json,open(131); open(S6:135); open(149),open(S9:5); open(S9:6); open(S9:7),12074.356477386962,1000000.0,987925.643522613,82.82014878994298,1961.7871222357494,7353.922441683107
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9937.json,open(131); open(S6:135); open(149),open(S1:34); open(S1:35); open(S1:40),12074.356477386962,1000000.0,987925.643522613,82.82014878994298,1961.7871222357494,6043.847959727353
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9937.json,open(131); open(S6:135); open(149),open(S1:34); open(S3:70); open(S4:95),12074.356477386962,14943.396618750681,2869.040141363719,1.2376143313920622,1961.7871222357494,1962.9377643231194
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6675.json,open(105); open(128); open(S6:135),open(S1:34); open(S1:35); open(S1:40),16091.915260668968,1000000.0,983908.084739331,62.14300683301189,1873.6840941280666,5955.7860104551755
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6675.json,open(105); open(128); open(S6:135),open(34); open(35); open(40),16091.915260668968,1000000.0,983908.084739331,62.14300683301189,1873.6840941280666,5955.7860104551755
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6675.json,open(105); open(128); open(S6:135),open(S1:34); open(S4:95); open(S5:120),16091.915260668968,16755.460670872595,663.5454102036274,1.0412347069602976,1873.6840941280666,1861.6834238407123
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5238.json,open(105); open(128); open(S6:135),open(S2:15); open(S9:6); open(S1:34),14136.744789295026,1000000.0,985863.255210705,70.73764256940146,1870.6184928021032,8937.380603486543
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5238.json,open(105); open(128); open(S6:135),open(6); open(7); open(8),14136.744789295026,1000000.0,985863.255210705,70.73764256940146,1870.6184928021032,11752.59907420209
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4724.json,open(131); open(S6:135); open(149),open(S1:35); open(S1:40); open(S1:42),12878.869111436346,1000000.0,987121.1308885637,77.64656906964035,2594.267757668111,6677.683773458403
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2377.json,open(105); open(128); open(S6:136),open(S1:34); open(S1:35); open(S1:40),12285.812879190158,1000000.0,987714.1871208098,81.39469564067761,1870.9397808672468,5953.037590814008
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7321.json,open(S1:34); open(S2:15); open(S3:70),open(S1:34); open(S1:35); open(S1:40),14985.254184603946,1000000.0,985014.7458153961,66.73226811377104,11895.38699442197,15976.290407770875
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7321.json,open(S1:34); open(S2:15); open(S3:70),open(S6:139); open(143); open(156),14985.254184603946,1000000.0,985014.7458153961,66.73226811377104,11895.38699442197,11894.13649577101
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3673.json,open(118); open(131); open(S6:135),open(S1:34); open(S1:35); open(S1:40),12294.638139155608,1000000.0,987705.3618608444,81.33626941123455,1816.3314386519196,5898.438588342308
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6309.json,open(131); open(S6:135); open(149),open(34); open(35); open(40),12560.898120479815,1000000.0,987439.1018795202,79.61214161665383,2203.050925418511,6285.183645609312
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9412.json,open(125); open(131); open(141),open(34); open(15); open(70),12051.9762612494,14954.891727384178,2902.9154661347784,1.240866344507207,2691.293994795168,10848.381567212857
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9412.json,open(125); open(131); open(141),open(S4:96); open(S6:135); open(S1:34),12051.9762612494,13882.40709719375,1830.4308359443512,1.151878065162617,2691.293994795168,10437.296539778881
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9412.json,open(125); open(131); open(141),open(S4:96); open(S6:135); open(S9:5),12051.9762612494,13374.103064984076,1322.1268037346763,1.109702075002064,2691.293994795168,10437.217329888346
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5716.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:70),12475.250015217736,15381.380596696463,2906.1305814787265,1.2329516905820508,2049.9257114416237,2052.2511272881948
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5716.json,open(131); open(S6:135); open(149),open(S1:42); open(S2:21); open(S3:72),12475.250015217736,14287.575728475558,1812.325713257822,1.1452736988074055,2049.9257114416237,2051.8528594626837
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8356.json,open(105); open(128); open(S6:136),open(S2:15); open(S2:16); open(S2:18),12303.792011194884,1000000.0,987696.2079888051,81.27575621321681,1870.904569880365,5254.647277504747
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8356.json,open(105); open(128); open(S6:136),open(S2:15); open(S1:34); open(S3:70),12303.792011194884,15185.99253329281,2882.2005220979263,1.2342530269916372,1870.904569880365,1873.7161177149492
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9989.json,open(105); open(128); open(S6:135),open(34); open(35); open(42),13033.066892559622,1000000.0,986966.9331074404,76.72791126169119,1870.729795438594,5954.809348415197
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6256.json,open(105); open(128); open(S6:136),open(160); open(161); open(162),12306.344784088464,1000000.0,987693.6552159116,81.25889673536157,1861.289262158877,4588.003586221471
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6256.json,open(105); open(128); open(S6:136),open(34); open(15); open(70),12306.344784088464,15188.956807422068,2882.612023333604,1.234237872732177,1861.289262158877,1863.857567598588
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6256.json,open(105); open(128); open(S6:136),open(S1:34); open(S2:15); open(S3:70),12306.344784088464,15188.956807422068,2882.612023333604,1.234237872732177,1861.289262158877,1863.857567598588
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5909.json,open(S5:121); open(131); open(149),open(34); open(15); open(70),13344.21161357324,16260.79519927891,2916.58358570567,1.218565447713601,1741.755166908229,1743.689868433905
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5909.json,open(S5:121); open(131); open(149),open(S4:95); open(S4:97); open(S4:98),13344.21161357324,14430.063823830313,1085.8522102570732,1.081372526283425,1741.755166908229,1837.2039340492154
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5909.json,open(S5:121); open(131); open(149),open(S4:95); open(S6:135); open(S1:34),13344.21161357324,13885.909335799706,541.6977222264668,1.0405942095279328,1741.755166908229,7315.026831098977
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_693.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(5),14448.769187729571,1000000.0,985551.2308122704,69.21004737547035,2205.1139783959234,2205.1139783959234
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_693.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S9:5),14448.769187729571,1000000.0,985551.2308122704,69.21004737547035,2205.1139783959234,9272.019764116043
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_693.json,open(131); open(S6:135); open(149),open(34); open(15); open(71),14448.769187729571,18708.33559196574,4259.56640423617,1.2948047926361472,2205.1139783959234,2209.381249579229
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7646.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:70),12080.095987309325,14984.292009631226,2904.196022321901,1.2404116677030455,2126.8845938722015,2129.9002481493853
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7958.json,open(131); open(S6:135); open(149),open(34); open(35); open(40),12115.51983757931,1000000.0,987884.4801624207,82.5387613083056,2203.854777424126,6286.720062938839
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9367.json,open(131); open(S6:135); open(149),open(34); open(15); open(70),12080.347415076516,14984.603310409013,2904.255895332497,1.2404116202575373,10832.578159657854,10833.25965968479
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9367.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:70),12080.347415076516,14984.603310409013,2904.255895332497,1.2404116202575373,10832.578159657854,10833.25965968479
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_552.json,open(131); open(S6:135); open(149),open(34); open(15); open(70),12507.185796481617,15410.29583664212,2903.1100401605036,1.2321153685089714,1858.9043381571244,1862.5512458010764
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_552.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:70),12507.185796481617,15410.29583664212,2903.1100401605036,1.2321153685089714,1858.9043381571244,1862.5512458010764
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4979.json,open(118); open(131); open(S6:135),open(S1:34); open(S2:15); open(S3:70),16074.139903138226,18708.263276422917,2634.1233732846904,1.1638733636236684,1819.2604580457962,1823.5318609265182
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1732.json,open(41); open(128); open(S6:135),open(S1:34); open(S1:35); open(S1:40),16043.024608628064,1000000.0,983956.975391372,62.332385843389666,1873.6471737435425,5955.835932751273
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1732.json,open(41); open(128); open(S6:135),open(34); open(35); open(40),16043.024608628064,1000000.0,983956.975391372,62.332385843389666,1873.6471737435425,5955.835932751273
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1732.json,open(41); open(128); open(S6:135),open(S1:34); open(S2:15); open(S3:70),16043.024608628064,18743.872347006167,2700.847738378103,1.1683502833328303,1873.6471737435425,1877.979686456756
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_35.json,open(118); open(131); open(S6:135),open(34); open(35); open(40),12677.91122870515,1000000.0,987322.0887712948,78.87734674587513,1816.3030385402978,5898.471928827994
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_35.json,open(118); open(131); open(S6:135),open(34); open(15); open(70),12677.91122870515,15469.818595712974,2791.9073670078233,1.2202182454698394,1816.3030385402978,1819.1895909053992
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_120.json,open(105); open(128); open(S6:136),open(34); open(35); open(40),14729.293420000604,1000000.0,985270.7065799994,67.89191928528768,1873.0979038876997,5955.1898704023115
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1467.json,open(105); open(128); open(S6:136),open(S5:121); open(S5:122); open(S5:124),12306.862117827233,1000000.0,987693.1378821727,81.25548091998525,1769.2496700817514,9021.939900991285
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9423.json,open(105); open(128); open(S6:136),open(S1:35); open(S1:40); open(S1:42),12523.499608691747,1000000.0,987476.5003913082,79.84988471640666,1871.6229864476861,5955.114990036971
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7631.json,open(131); open(S6:135); open(149),open(S1:34); open(S1:35); open(S1:40),12085.805814672603,1000000.0,987914.1941853274,82.74169015573327,2015.7112911831903,6097.880242544008
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9646.json,open(125); open(131); open(141),open(34); open(15); open(71),14452.415485929285,18708.44627940196,4256.030793472675,1.2944857762784567,2693.599266229149,10850.377540744223
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9646.json,open(125); open(131); open(141),open(S1:34); open(S2:15); open(S4:95),14452.415485929285,14954.891727384178,502.47624145489317,1.0347676305005276,2693.599266229149,10848.381567212857
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5995.json,open(105); open(128); open(S6:136),open(S1:34); open(S2:15); open(S3:70),12241.290677249019,1000000.0,987758.709322751,81.69073232273982,1870.5474454997611,8939.63024241677
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5995.json,open(105); open(128); open(S6:136),open(S1:34); open(S1:35); open(S1:40),12241.290677249019,1000000.0,987758.709322751,81.69073232273982,1870.5474454997611,5952.655675052636
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5995.json,open(105); open(128); open(S6:136),open(S9:6); open(S9:7); open(S9:8),12241.290677249019,1000000.0,987758.709322751,81.69073232273982,1870.5474454997611,11219.921229829652
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3422.json,open(131); open(S6:135); open(149),open(34); open(15); open(70),12897.006125030774,15707.283651801119,2810.2775267703455,1.2179015423832436,2584.4370567754886,2591.211701285062
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8617.json,open(105); open(128); open(S6:136),open(34); open(35); open(40),12564.631159332133,1000000.0,987435.3688406679,79.58848829854186,1870.8102908344972,5952.902648104258
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7287.json,open(105); open(128); open(S6:136),open(S2:15); open(S2:16); open(S2:17),12403.469443590773,1000000.0,987596.5305564093,80.62260358263941,1861.2870439409746,5245.298024312465
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7287.json,open(105); open(128); open(S6:136),open(S1:34); open(S1:35); open(S1:40),12403.469443590773,1000000.0,987596.5305564093,80.62260358263941,1861.2870439409746,5943.407708763367
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7287.json,open(105); open(128); open(S6:136),open(5); open(6); open(7),12403.469443590773,1000000.0,987596.5305564093,80.62260358263941,1861.2870439409746,7249.101700819004
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5340.json,open(131); open(S6:135); open(149),open(S9:5); open(S9:6); open(S9:7),12352.597940118178,1000000.0,987647.4020598818,80.95463034154523,2593.9606081938928,7970.556861506524
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7059.json,open(131); open(S6:135); open(149),open(34); open(35); open(40),12074.023238198632,1000000.0,987925.9767618014,82.82243459962014,2166.3895101642465,6248.472466890823
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7059.json,open(131); open(S6:135); open(149),open(S1:34); open(S1:35); open(S1:40),12074.023238198632,1000000.0,987925.9767618014,82.82243459962014,2166.3895101642465,6248.472466890823
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7967.json,open(105); open(128); open(S6:136),open(118); open(131); open(S6:135),14139.399158345837,14232.847130130747,93.4479717849099,1.0066090482868753,1870.7687902732637,1870.7687902732637
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9477.json,open(41); open(128); open(S6:136),open(34); open(35); open(40),12803.398292278893,1000000.0,987196.6017077211,78.10426397521753,1870.5822028127388,5953.132450659024
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7813.json,open(131); open(S6:135); open(149),open(S9:5); open(S9:6); open(S9:7),12080.441479329815,1000000.0,987919.5585206702,82.77843170806676,11005.409789978932,16386.946038157635
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7813.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:70),12080.441479329815,14985.13978117754,2904.698301847726,1.2404463700120394,11005.409789978932,11005.994674573418
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9222.json,open(131); open(S6:135); open(149),open(34); open(15); open(70),12178.426175313556,15083.813977567073,2905.3878022535173,1.238568412734884,2015.753649695638,2018.4615862633152
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3043.json,open(131); open(S6:135); open(149),open(S8:160); open(S8:161); open(S8:163),12104.640714874178,1000000.0,987895.3592851259,82.6129435441401,2003.5845439414952,4594.374503498332
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3043.json,open(131); open(S6:135); open(149),open(34); open(15); open(70),12104.640714874178,1000000.0,987895.3592851259,82.6129435441401,2003.5845439414952,9072.635596251615
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3043.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:70),12104.640714874178,1000000.0,987895.3592851259,82.6129435441401,2003.5845439414952,9072.635596251615
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7161.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:70),12104.72027802956,1000000.0,987895.2797219704,82.61240053725412,1996.1594121237267,9065.211404617805
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2495.json,open(105); open(128); open(S6:135),open(34); open(35); open(40),12164.043464003553,1000000.0,987835.9565359964,82.20950565979562,1871.6163334271232,5954.753660591797
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2495.json,open(105); open(128); open(S6:135),open(S1:34); open(S1:35); open(S1:40),12164.043464003553,1000000.0,987835.9565359964,82.20950565979562,1871.6163334271232,5954.753660591797
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9603.json,open(41); open(128); open(S6:136),open(34); open(40); open(42),12207.588960495357,1000000.0,987792.4110395047,81.91625743921036,1871.103705162014,5954.836515715664
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6629.json,open(105); open(128); open(S6:136),open(34); open(40); open(42),12198.312205113247,1000000.0,987801.6877948868,81.97855434301997,1863.5603713562466,5947.299106326337
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3669.json,open(119); open(S5:124); open(125),open(34); open(35); open(40),12749.198851901077,1000000.0,987250.8011480989,78.43630110537389,1721.8065928137323,5798.98919061431
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6068.json,open(131); open(S6:135); open(149),open(34); open(35); open(40),12115.48648440989,1000000.0,987884.5135155901,82.53898853230466,2167.04583321187,6249.927932780321
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6068.json,open(131); open(S6:135); open(149),open(34); open(15),12115.48648440989,12760.996837458944,645.5103530490542,1.0532797716277997,2167.04583321187,2169.3318724632472
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2513.json,open(131); open(S6:135); open(149),open(34); open(15); open(70),12081.044673151107,14985.728669928847,2904.6839967777396,1.2404331806861955,2166.2691175471164,2168.7228498525515
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2513.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:70),12081.044673151107,14985.728669928847,2904.6839967777396,1.2404331806861955,2166.2691175471164,2168.7228498525515
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5972.json,open(105); open(128); open(S6:135),open(S2:15); open(S9:6); open(S1:34),12328.631745187167,1000000.0,987671.3682548128,81.11200177508574,1870.67249195352,8937.428154573827
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3961.json,open(118); open(131); open(S6:135),open(35); open(16); open(71),12188.286566976789,18107.458855664827,5919.172288688038,1.4856443320528394,1808.7621371794485,1812.4429206795319
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6404.json,open(105); open(128); open(S6:135),open(S1:34); open(S1:35); open(S1:40),12223.777370176927,1000000.0,987776.222629823,81.80777264806532,1870.7900366440633,5952.892386220888
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6404.json,open(105); open(128); open(S6:135),open(S1:34); open(S3:70); open(S4:95),12223.777370176927,15070.491836951165,2846.7144667742377,1.2328833698918253,1870.7900366440633,1870.6808006763965
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4249.json,open(105); open(128); open(S6:136),open(S1:35); open(S2:15); open(S3:70),12632.183599949785,1000000.0,987367.8164000502,79.16287727198448,1828.7095930731339,3523.5703393627246
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_929.json,open(105); open(128); open(S6:136),open(41); open(128); open(S6:136),12823.778747063718,12836.23924593273,12.460498869011644,1.0009716713860075,1871.3459076107558,1871.3459076107558
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6369.json,open(105); open(128); open(132),open(34); open(S6:135); open(15),12806.492160437228,1000000.0,987193.5078395627,78.08539508494563,1617.4819023147534,1814.6757526209901
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2001.json,open(125); open(131); open(141),open(S1:34); open(S2:15); open(S3:70),12632.716365050937,15687.181405551255,3054.4650405003176,1.2417900435848186,2721.946553198137,10891.934059199482
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2001.json,open(125); open(131); open(141),open(15); open(16); open(17),12632.716365050937,14883.449222722094,2250.732857671157,1.1781669747527876,2721.946553198137,10885.602639320594
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2001.json,open(125); open(131); open(141),open(S4:95); open(S6:135); open(S1:34),12632.716365050937,14002.69335315951,1369.9769881085722,1.1084467464098762,2721.946553198137,10487.471680775268
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4763.json,open(119); open(S5:124); open(125),open(34); open(15); open(70),12465.805484954624,15175.074022419867,2709.268537465243,1.2173360189788895,1721.816944819807,1724.9402367766506
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4763.json,open(119); open(S5:124); open(125),open(S1:34); open(S2:15); open(S3:70),12465.805484954624,15175.074022419867,2709.268537465243,1.2173360189788895,1721.816944819807,1724.9402367766506
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4763.json,open(119); open(S5:124); open(125),open(15); open(16); open(17),12465.805484954624,14523.025651293412,2057.2201663387877,1.1650290604022109,1721.816944819807,1721.6908590938983
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4763.json,open(15); open(16); open(17),open(34); open(15); open(70),14523.025651293412,15175.074022419867,652.0483711264551,1.0448975569404426,1721.6908590938983,1724.9402367766506
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9419.json,open(119); open(S5:123); open(125),open(16); open(17); open(18),12273.781034472857,1000000.0,987726.2189655271,81.47448591361876,1793.522174563751,5177.305584115947
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9419.json,open(119); open(S5:123); open(125),open(16); open(120); open(34),12273.781034472857,14839.551388237633,2565.770353764776,1.209044820545389,1793.522174563751,1784.1600493409971
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9419.json,open(119); open(S5:123); open(125),open(S2:16); open(S5:120); open(S1:34),12273.781034472857,14839.551388237633,2565.770353764776,1.209044820545389,1793.522174563751,1784.1600493409971
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6284.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:70),13007.825629572955,1000000.0,986992.174370427,76.87679928046744,2003.65134613577,6087.978342588444
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6284.json,open(131); open(S6:135); open(149),open(34); open(35); open(42),13007.825629572955,1000000.0,986992.174370427,76.87679928046744,2003.65134613577,6087.602778168863
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6284.json,open(131); open(S6:135); open(149),open(S1:34); open(S1:35); open(S1:42),13007.825629572955,1000000.0,986992.174370427,76.87679928046744,2003.65134613577,6087.602778168863
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4355.json,open(105); open(128),open(34); open(40); open(42),12356.712922579198,1000000.0,987643.2870774209,80.92767115862327,1640.513410284626,5898.341592250257
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4355.json,open(105); open(128),open(105); open(128); open(S6:136),12356.712922579198,12922.090044834998,565.3771222558007,1.0457546538305262,1640.513410284626,1814.6757526209901
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4355.json,open(105); open(128),open(105); open(128); open(132),12356.712922579198,12806.492160437228,449.7792378580307,1.036399586255351,1640.513410284626,1617.4819023147534
