xi,chosen,rejected,best_V,worst_V,delta_V,rel_V
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9412.json,open(125); open(131); open(S7:150),open(S4:96); open(S6:135); open(S1:34),15726.578710429598,21508.891684724415,5782.312974294817,1.3676777435679692
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9412.json,open(125); open(131); open(S7:150),open(125); open(131); open(141),15726.578710429598,18507.25644307237,2780.677732642771,1.1768139010933556
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9412.json,open(125); open(131); open(141),open(S4:96); open(S4:97); open(S4:98),18507.25644307237,32254.21088858937,13746.954445517,1.742787267675364
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5716.json,open(131); open(149); open(S7:150),open(118); open(131); open(S7:150),15879.294709991555,21017.226344238887,5137.931634247332,1.3235617027130586
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5716.json,open(131); open(149); open(S7:150),open(118); open(131); open(S6:135),15879.294709991555,20934.37855409237,5055.083844100816,1.3183443557427057
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5716.json,open(131); open(149); open(S7:150),open(118); open(S5:123); open(131),15879.294709991555,20895.93824413672,5016.643534145165,1.3159235737962969
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5716.json,open(131); open(149); open(S7:150),open(118); open(S1:41); open(128),15879.294709991555,20863.254886226765,4983.96017623521,1.313865336418198
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1673.json,open(131),open(131); open(149); open(S7:150),16226.108828292889,16510.192802786078,284.0839744931891,1.0175078312058305
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1673.json,open(131),open(131); open(S7:150),16226.108828292889,16384.669082544184,158.5602542512952,1.0097719210396776
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1673.json,open(131),open(131); open(149),16226.108828292889,16375.267306634869,149.1584783419803,1.0091924983321878
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1673.json,open(131),open(131); open(S6:135); open(149),16226.108828292889,16365.021879657192,138.9130513643031,1.0085610821937843
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9989.json,open(105); open(128),open(105); open(128); open(S6:136),17054.432264597817,18312.2352185672,1257.8029539693816,1.0737522618434137
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9989.json,open(105); open(128),open(105); open(128); open(S1:41),17054.432264597817,17127.450799588252,73.018534990435,1.0042814990178248
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9989.json,open(105); open(128); open(S1:41),open(105); open(128); open(S6:136),17127.450799588252,18312.2352185672,1184.7844189789466,1.069174591878403
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5909.json,open(105); open(128); open(S6:139),open(118); open(131); open(S7:150),22429.256986496872,27714.07163507784,5284.814648580967,1.235621476527849
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5909.json,open(105); open(128); open(S6:139),open(118); open(131),22429.256986496872,27591.977145604113,5162.720159107241,1.2301779395641756
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5909.json,open(105); open(128); open(S6:139),open(118); open(131); open(149),22429.256986496872,27188.70030961598,4759.443323119107,1.2121979932721108
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5909.json,open(105); open(128); open(S6:139),open(S1:34); open(S2:15); open(S3:70),22429.256986496872,24651.22520631338,2221.9682198165065,1.0990656186762764
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_693.json,open(131); open(S6:135); open(149),open(131); open(141); open(149),18887.576921418655,22624.205399981776,3736.6284785631215,1.197835248751562
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_693.json,open(131); open(S6:135); open(149),open(131); open(S7:150),18887.576921418655,19018.250407594365,130.67348617571042,1.0069184886298213
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_693.json,open(131); open(S6:135); open(149),open(131); open(149); open(S7:150),18887.576921418655,18971.46641302673,83.88949160807533,1.0044415168741387
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_693.json,open(131); open(149); open(S7:150),open(131); open(141); open(149),18971.46641302673,22624.205399981776,3652.738986955046,1.1925385685761696
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7646.json,open(131),open(131); open(141),16447.370106303188,20209.048302639974,3761.6781963367866,1.2287100109029092
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7646.json,open(131),open(131); open(147); open(S7:150),16447.370106303188,17203.004959435253,755.6348531320655,1.0459425943630027
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7646.json,open(131),open(131); open(149); open(S7:150),16447.370106303188,16708.89662094775,261.5265146445636,1.0159008104611411
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7646.json,open(131); open(149); open(S7:150),open(131); open(141),16708.89662094775,20209.048302639974,3500.151681692223,1.2094783252955268
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9367.json,open(131),open(119); open(S5:123); open(125),15549.096846341952,54245.891619224305,38696.79477288235,3.4886844011127294
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9367.json,open(131),open(34); open(15); open(70),15549.096846341952,18896.615594430656,3347.5187480887034,1.215287021565901
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9367.json,open(131),open(131); open(S7:155),15549.096846341952,15935.000211376646,385.9033650346937,1.0248183781249958
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9367.json,open(131),open(131); open(149); open(S7:150),15549.096846341952,15926.745723582177,377.64887724022446,1.0242875120640251
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_552.json,open(118); open(131); open(S7:150),open(118); open(S5:119); open(131),21102.5005273898,22098.49281799768,995.9922906078828,1.0471978327551819
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_552.json,open(118); open(131); open(S7:150),open(118); open(S5:124); open(131),21102.5005273898,21661.65746211818,559.1569347283803,1.0264971885205085
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_552.json,open(118); open(131); open(S7:150),open(118); open(S2:15); open(131),21102.5005273898,21405.821696244733,303.3211688549345,1.0143737074410324
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_552.json,open(118); open(131); open(S7:150),open(118); open(131); open(149),21102.5005273898,21372.255005244984,269.75447785518554,1.0127830575104149
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4979.json,open(34); open(15); open(70),open(118); open(128),22894.902255276287,24537.222140204954,1642.3198849286673,1.0717329939484752
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4979.json,open(34); open(15); open(70),open(118); open(131); open(S6:135),22894.902255276287,24506.326912851015,1611.4246575747275,1.0703835569860694
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4979.json,open(34); open(15); open(70),open(118); open(131),22894.902255276287,24477.76588022334,1582.8636249470546,1.0691360726199333
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4979.json,open(34); open(15); open(70),open(118); open(131); open(S7:149),22894.902255276287,24145.022126307224,1250.1198710309363,1.054602542395342
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1732.json,open(41); open(128),open(41); open(128); open(S6:136),19755.826668367714,21012.300032650426,1256.4733642827123,1.0636001411317568
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8982.json,open(132); open(147); open(S1:41),open(132); open(147); open(S7:150),16647.454071589473,16805.474467678865,158.0203960893923,1.00949216591377
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_35.json,open(118); open(131); open(S7:149),open(118); open(S1:41); open(128),20833.449128589662,21675.94032534916,842.4911967594962,1.0404393526755658
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_35.json,open(118); open(131); open(S7:149),open(118); open(131); open(S6:135),20833.449128589662,21193.427355158477,359.97822656881544,1.0172788588364285
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_35.json,open(118); open(131); open(S6:135),open(118); open(S1:41); open(128),21193.427355158477,21675.94032534916,482.5129701906808,1.0227671042585398
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_120.json,open(105); open(128); open(S6:136),open(S2:15); open(S2:16); open(S2:17),19672.128511606712,22527.648727535347,2855.5202159286346,1.1451556304262578
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9423.json,open(105); open(128),open(105); open(128); open(S6:136),16080.467244707626,17338.531363066675,1258.0641183590487,1.0782355449760392
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7631.json,open(131),open(131); open(149); open(S7:150),15444.484876788807,15674.417522183696,229.93264539488882,1.0148876862666005
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7631.json,open(131),open(131); open(S7:149),15444.484876788807,15572.616090369724,128.13121358091666,1.0082962439086254
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7631.json,open(131),open(131); open(149),15444.484876788807,15572.616090369724,128.13121358091666,1.0082962439086254
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7631.json,open(131),open(131); open(S7:150),15444.484876788807,15565.146105503767,120.66122871496009,1.007812577089981
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3422.json,open(131),open(131); open(149); open(S7:150),17379.993821806707,18574.088627921552,1194.0948061148447,1.0687051340959979
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3422.json,open(131),open(131); open(S7:150),17379.993821806707,17748.594016861673,368.6001950549653,1.021208304147524
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3422.json,open(131); open(S7:150),open(131); open(149); open(S7:150),17748.594016861673,18574.088627921552,825.4946110598794,1.0465104227566215
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7287.json,open(S2:15); open(S5:121); open(S1:34),open(105); open(128); open(S6:136),17640.99413806739,18515.834766799824,874.8406287324324,1.0495913451297294
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5340.json,open(131),open(131); open(149); open(S7:150),16657.889875511024,17856.803716187234,1198.9138406762104,1.071972731818737
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5340.json,open(131),open(S2:15); open(S7:150); open(S1:34),16657.889875511024,17377.73330723041,719.843431719386,1.043213362382569
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5340.json,open(S2:15); open(S7:150); open(S1:34),open(131); open(149); open(S7:150),17377.73330723041,17856.803716187234,479.0704089568244,1.0275680608331983
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7059.json,open(131),open(131); open(S7:150),16052.761881101249,16167.419975413472,114.6580943122226,1.0071425774057738
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7059.json,open(131),open(131); open(149); open(S7:150),16052.761881101249,16136.814071119763,84.05219001851401,1.005235995565191
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7059.json,open(131); open(149); open(S7:150),open(131); open(S7:150),16136.814071119763,16167.419975413472,30.60590429370859,1.0018966509844396
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7967.json,open(41); open(128); open(S6:136),open(119); open(S5:123); open(125),20050.602161080966,28675.874180187286,8625.27201910632,1.4301752111888353
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7967.json,open(41); open(128); open(S6:136),open(105); open(128); open(S6:136),20050.602161080966,20131.674911857088,81.07275077612212,1.0040434072814775
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7967.json,open(105); open(128); open(S6:136),open(119); open(S5:123); open(125),20131.674911857088,28675.874180187286,8544.199268330198,1.4244157183016035
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7813.json,open(125); open(131); open(S7:150),open(125); open(131); open(141),15797.901028334352,18943.818960491048,3145.9179321566953,1.1991351842573472
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7813.json,open(125); open(131); open(S7:150),open(125); open(131); open(S7:154),15797.901028334352,15870.279745253247,72.3787169188945,1.0045815400912488
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7813.json,open(125); open(131); open(S7:154),open(125); open(131); open(141),15870.279745253247,18943.818960491048,3073.539215237801,1.1936663540009171
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5259.json,open(131),open(131); open(141); open(S7:150),16591.19167997413,19511.715623098895,2920.5239431247646,1.1760285818799798
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5259.json,open(131),open(131); open(S7:150); open(175),16591.19167997413,18668.099572353578,2076.9078923794477,1.1251813572189822
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5259.json,open(131),open(131); open(149); open(S7:150),16591.19167997413,16917.437566854238,326.2458868801077,1.0196638007186605
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5259.json,open(131),open(131); open(S7:150),16591.19167997413,16789.34027319454,198.14859322040866,1.0119429994567284
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9222.json,open(131),open(131); open(149); open(S7:150),15715.692124056308,15945.480008624045,229.7878845677369,1.0146215567697459
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9222.json,open(131),open(131); open(149),15715.692124056308,15843.668513523466,127.97638946715779,1.008143223248263
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9222.json,open(131); open(149),open(131); open(149); open(S7:150),15843.668513523466,15945.480008624045,101.81149510057912,1.006426005127138
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3043.json,open(131),open(131); open(147); open(S7:150),19445.156892409395,20734.508851162424,1289.3519587530282,1.0663070998031565
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3043.json,open(131),open(131); open(149); open(S7:150),19445.156892409395,19729.569404373022,284.41251196362646,1.014626393273003
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3043.json,open(131),open(131); open(S7:150),19445.156892409395,19603.642613660966,158.4857212515708,1.0081503956038245
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3043.json,open(131),open(131); open(149),19445.156892409395,19594.692853012628,149.53596060323252,1.0076901390629358
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7161.json,open(131),open(131); open(149); open(S7:150),19810.342992569473,20136.890198613055,326.54720604358226,1.0164836725020896
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7161.json,open(131),open(131); open(149),19810.342992569473,19968.68966707934,158.34667450986672,1.0079931313945074
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7161.json,open(131); open(149),open(131); open(149); open(S7:150),19968.68966707934,20136.890198613055,168.20053153371555,1.008423213257253
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2495.json,open(105); open(128); open(S1:41),open(105); open(128); open(S6:136),19716.905149813487,20806.13168679835,1089.2265369848647,1.0552432812710046
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6629.json,open(105); open(128),open(105); open(128); open(S6:136),16400.776619721437,17657.260053191858,1256.483433470421,1.0766112155908238
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3669.json,open(119); open(S1:41); open(128),open(119); open(S5:124); open(125),18359.626334060038,54786.74025660041,36427.113922540375,2.9840879797734368
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6068.json,open(131); open(149),open(131); open(149); open(S7:150),15423.573916323738,15519.350678623849,95.77676230011093,1.0062097645344537
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6068.json,open(131); open(149),open(131),15423.573916323738,15435.188636720213,11.614720396475605,1.00075304987414
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6068.json,open(131),open(131); open(149); open(S7:150),15435.188636720213,15519.350678623849,84.16204190363533,1.0054526085741131
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2513.json,open(131),open(131); open(149); open(S7:150),16085.14758013699,16170.877382325943,85.72980218895282,1.0053297491839501
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5972.json,open(105); open(128); open(S1:41),open(105); open(128); open(S2:16),19828.444250609493,22598.74666697442,2770.302416364928,1.1397135539909933
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5972.json,open(105); open(128); open(S1:41),open(105); open(128); open(S6:136),19828.444250609493,20998.608262125766,1170.1640115162736,1.0590144136739474
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5972.json,open(105); open(128); open(S6:136),open(105); open(128); open(S2:16),20998.608262125766,22598.74666697442,1600.1384048486543,1.0762021170581457
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3961.json,open(118); open(131); open(S7:149),open(118); open(131); open(S7:151),20840.445461757183,22066.829019599285,1226.3835578421022,1.058846321691758
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3961.json,open(118); open(131); open(S7:149),open(118); open(131); open(S6:135),20840.445461757183,21198.55654256755,358.1110808103658,1.0171834657501688
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3961.json,open(118); open(131); open(S7:149),open(118); open(131),20840.445461757183,21170.10021922058,329.6547574633987,1.015818028365484
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3961.json,open(118); open(131); open(S7:149),open(118); open(131); open(149),20840.445461757183,20840.445461757183,0.0,1.0
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_929.json,open(105); open(128); open(130),open(105); open(128); open(S6:136),20326.224930723227,21534.877964347135,1208.6530336239084,1.059462740265017
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_929.json,open(105); open(128); open(130),open(41); open(128); open(S6:136),20326.224930723227,21518.425077585653,1192.2001468624258,1.0586532989242095
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_929.json,open(105); open(128); open(130),open(105); open(128); open(132),20326.224930723227,21483.68031284629,1157.455382123062,1.0569439424225577
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_929.json,open(105); open(128); open(132),open(105); open(128); open(S6:136),21483.68031284629,21534.877964347135,51.197651500846405,1.0023830950170225
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6369.json,open(105); open(128); open(S6:136),open(105); open(128); open(136),46510.06385978265,46510.06385978265,0.0,1.0
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6369.json,open(105); open(128); open(136),open(105); open(128); open(S6:136),46510.06385978265,46510.06385978265,0.0,1.0
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2001.json,open(131),open(125); open(131); open(141),16324.539591884095,19548.352023877487,3223.8124319933922,1.197482594461417
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2001.json,open(131),open(131); open(141); open(S7:150),16324.539591884095,19328.451065336285,3003.91147345219,1.1840120180140097
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2001.json,open(131),open(131); open(149),16324.539591884095,16403.426269024876,78.8866771407811,1.0048323982858298
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2001.json,open(131); open(149),open(125); open(131); open(141),16403.426269024876,19548.352023877487,3144.925754852611,1.191723710843952
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9419.json,open(S2:16); open(S5:120); open(S1:34),open(119); open(S5:123); open(125),19982.309570570636,54689.928874987505,34707.61930441687,2.7369173058720517
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6284.json,open(131),open(131); open(149); open(S7:150),16597.606431400123,16881.75622935042,284.1497979502965,1.0171199262450716
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6284.json,open(131),open(131); open(S7:150),16597.606431400123,16756.196683839768,158.59025243964425,1.009555007409961
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6284.json,open(131),open(131); open(149),16597.606431400123,16746.831853741463,149.22542234134016,1.0089907796620017
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6284.json,open(131); open(149),open(131); open(149); open(S7:150),16746.831853741463,16881.75622935042,134.92437560895632,1.008056710474394
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4355.json,open(117); open(S7:150); open(131),open(105); open(128); open(S6:136),17530.120835430665,46510.06385978265,28979.943024351982,2.6531513556814583
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1114.json,open(S1:41); open(128); open(S6:136),open(118); open(131); open(S6:135),17970.95722832068,21597.909834936763,3626.9526066160834,1.2018230058942168
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1114.json,open(S1:41); open(128); open(S6:136),open(118); open(131),17970.95722832068,21569.41835579731,3598.4611274766285,1.2002375878901856
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1114.json,open(S1:41); open(128); open(S6:136),open(118); open(131); open(S7:149),17970.95722832068,21237.86895077324,3266.9117224525617,1.1817884089838124
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1114.json,open(118); open(131); open(S7:149),open(118); open(131); open(S6:135),21237.86895077324,21597.909834936763,360.0408841635217,1.0169527783130243
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1678.json,open(131); open(149),open(131); open(S7:149); open(155),15445.779970192103,15937.124027097056,491.3440569049526,1.031810893192391
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1678.json,open(131); open(149),open(131); open(149); open(S7:150),15445.779970192103,15541.582468655608,95.80249846350489,1.006202503120489
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1678.json,open(131); open(149),open(131),15445.779970192103,15457.539940247565,11.759970055461963,1.0007613710721088
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1678.json,open(131),open(131); open(S7:149); open(155),15457.539940247565,15937.124027097056,479.58408684949063,1.031025899897614
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1252.json,open(105); open(S6:135),open(15); open(16); open(17),19442.51885134865,23864.274893395603,4421.756042046953,1.227427118669875
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1252.json,open(105); open(S6:135),open(105); open(128); open(S6:136),19442.51885134865,21006.460939026067,1563.9420876774166,1.080439273307889
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1252.json,open(105); open(S6:135),open(34); open(15),19442.51885134865,20260.680378492394,818.161527143744,1.0420810458459189
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1252.json,open(34); open(15),open(15); open(16); open(17),20260.680378492394,23864.274893395603,3603.5945149032086,1.1778614759022892
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7910.json,open(131); open(149),open(105); open(128); open(S6:136),21057.074686367152,22726.89666283123,1669.821976464078,1.0792998078477236
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7910.json,open(131); open(149),open(132); open(147); open(S7:150),21057.074686367152,21849.546908181866,792.4722218147144,1.0376344878677655
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7910.json,open(132); open(147); open(S7:150),open(105); open(128); open(S6:136),21849.546908181866,22726.89666283123,877.3497546493636,1.040154139503956
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2097.json,open(131); open(182),open(105); open(128); open(S6:136),19131.025958172722,20917.23766800732,1786.2117098345989,1.093367272290566
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2097.json,open(131); open(182),open(131); open(149); open(S7:150),19131.025958172722,19342.47932688031,211.4533687075891,1.0110529027125834
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2097.json,open(131); open(149); open(S7:150),open(105); open(128); open(S6:136),19342.47932688031,20917.23766800732,1574.7583411270098,1.081414502996964
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7822.json,open(S7:131),open(118); open(131); open(S6:135),16496.682559103294,21649.732753432047,5153.050194328753,1.3123688763402412
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7822.json,open(S7:131),open(118); open(131),16496.682559103294,21573.79714757031,5077.114588467015,1.3077657929269744
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7822.json,open(S7:131),open(118); open(S1:41); open(128),16496.682559103294,21495.575526517754,4998.89296741446,1.303024135277183
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7822.json,open(S7:131),open(118); open(131); open(149),16496.682559103294,21362.632330076685,4865.949770973391,1.2949653515814448
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2635.json,open(131),open(131); open(141); open(S7:150),16115.175292699352,19035.39373703087,2920.218444331518,1.1812092261667462
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2635.json,open(131),open(131); open(149); open(S7:150),16115.175292699352,16441.46096798506,326.285675285706,1.0202471068020913
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2635.json,open(131),open(131); open(S7:149),16115.175292699352,16273.221799052551,158.04650635319922,1.0098073091655912
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2635.json,open(131),open(131); open(149),16115.175292699352,16273.221799052551,158.04650635319922,1.0098073091655912
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1285.json,open(105); open(128); open(S130:132),open(105); open(128); open(S6:136),18675.856824287854,18747.70895793481,71.85213364695664,1.0038473272912176
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2330.json,open(105); open(128); open(S6:135),open(105); open(128); open(S6:136),17221.988735921906,18219.303684685114,997.3149487632072,1.057909395021435
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2330.json,open(105); open(128); open(S6:135),open(S1:34); open(S2:15); open(S4:95),17221.988735921906,17630.542828590336,408.5540926684298,1.0237228173199453
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2330.json,open(S1:34); open(S2:15); open(S4:95),open(105); open(128); open(S6:136),17630.542828590336,18219.303684685114,588.7608560947774,1.0333943691818734
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3206.json,open(105); open(128); open(S130:132),open(105); open(128); open(S6:136),17469.8949691089,17474.948725465685,5.053756356785016,1.0002892837287072
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3234.json,open(105); open(128); open(130),open(105); open(128); open(S6:136),21461.922399551728,22574.5099037991,1112.5875042473708,1.0518400674242774
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2845.json,open(131); open(S6:135); open(149),open(131); open(141),16505.55636494152,19989.644760603896,3484.0883956623766,1.211085789453467
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2845.json,open(131); open(S6:135); open(149),open(131); open(S7:150),16505.55636494152,16636.78036641872,131.22400147719964,1.0079502925303339
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2845.json,open(131); open(S6:135); open(149),open(131); open(149); open(S7:150),16505.55636494152,16589.41987388046,83.86350893893905,1.0050809259066886
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2845.json,open(131); open(149); open(S7:150),open(131); open(141),16589.41987388046,19989.644760603896,3400.2248867234375,1.2049634593960088
